name,g,ab,r,hr,rbi,sb,avg,obp,r_score,hr_score,rbi_score,sb_score,avg_score,obp_score,total_score
Ian Kinsler,157,655,108.343949045,19.6050955414,74.2929936306,21.6687898089,0.256488549618,0.32602739726,1.64240627326,0.0751337349145,0.043098945703,0.771781533374,-0.319487272077,-0.179791186907,2.03314202827
Ryan Zimmerman,145,578,103.903448276,27.9310344828,106.137931034,5.58620689655,0.282006920415,0.346333853354,1.41277262051,0.846652138003,1.34735929885,-0.508190250736,0.495781798127,0.417730418698,4.01210602345
Corey Hart,149,562,98.9395973154,32.6174496644,90.2416107383,5.43624161074,0.270462633452,0.333870967742,1.15607471928,1.28091613905,0.696300072062,-0.520125605615,0.126961226719,0.0510074717176,2.79113402322
Shin-Soo Choo,155,598,91.9741935484,16.7225806452,70.0258064516,21.9483870968,0.282608695652,0.373177842566,0.795869599814,-0.191972870754,-0.131670531353,0.794033968902,0.515007505827,1.20762026754,2.98888793997
Hanley Ramirez,157,604,81.5159235669,24.7643312102,94.9299363057,21.6687898089,0.256622516556,0.322338830585,0.255036287906,0.553211377854,0.888317945507,0.771781533374,-0.315207253504,-0.288328012445,1.86481187869
Joe Mauer,147,545,89.2653061224,11.0204081633,93.6734693878,8.81632653061,0.319266055046,0.415625,0.655783662011,-0.720361445106,0.836857332934,-0.251113261708,1.68614854562,2.45663651864,4.6639513524
Nelson Cruz,159,585,87.6226415094,24.4528301887,91.6981132075,8.15094339623,0.259829059829,0.319314641745,0.570835793522,0.52434631262,0.755953460632,-0.304069409504,-0.212763583673,-0.377315384888,0.95698718871
Mark Teixeira,123,451,86.9268292683,31.6097560976,110.634146341,2.63414634146,0.250554323725,0.332061068702,0.534852935984,1.18753878702,1.53150898926,-0.743137226361,-0.509075818497,-0.00224917607713,1.99943849133
Paul Goldschmidt,145,514,91.6137931034,22.3448275862,91.6137931034,20.1103448276,0.285992217899,0.359454855196,0.777232046319,0.329009448751,0.752499995884,0.647748869339,0.623105356508,0.803818569747,3.93341428655
Aramis Ramirez,149,570,100.026845638,29.355704698,114.161073826,9.78523489933,0.3,0.360317460317,1.2123000904,0.978668394323,1.67595994633,-0.174000314111,1.07063045833,0.829200901102,5.59275947637
Bryce Harper,139,533,114.215827338,25.6402877698,68.7625899281,20.9784172662,0.270168855535,0.340067340067,1.94606140841,0.634381394929,-0.18340758482,0.71683654226,0.117575515878,0.233336989172,3.46478426582
Kevin Youkilis,122,438,95.606557377,25.2295081967,79.6721311475,0.0,0.235159817352,0.335952848723,0.983711696355,0.596316739103,0.263410127619,-0.952782219996,-1.0009044308,0.112267243522,0.00201915580142
Allen Craig,119,469,103.462184874,29.9495798319,125.243697479,2.72268907563,0.307036247335,0.354085603113,1.38995336384,1.0336994963,2.12986652673,-0.736090335819,1.29542673816,0.645827233851,5.75868302306
Josh Willingham,145,519,94.9655172414,39.1034482759,122.896551724,3.35172413793,0.260115606936,0.365853658537,0.950561293826,1.88193751651,2.03373541766,-0.68602703844,-0.203608885058,0.992104661047,4.96870296554
Will Middlebrooks,75,267,73.44,32.4,116.64,8.64,0.288389513109,0.325174825175,-0.162597651275,1.2607662894,1.7774883333,-0.265146640874,0.699694910451,-0.204878294132,3.10532694688
Coco Crisp,120,455,91.8,14.85,62.1,52.65,0.259340659341,0.324701195219,0.786861448958,-0.365494492661,-0.456284613348,3.23749709028,-0.228367158651,-0.218814952024,2.75539732255
Edwin Encarnacion,151,542,99.7748344371,45.059602649,118.013245033,13.9470198675,0.280442804428,0.383540372671,1.19926771961,2.43386117856,1.83373178039,0.157225544315,0.445810920413,1.51253982603,7.58243696931
Carlos Beltran,151,547,89.0463576159,34.3311258278,104.066225166,13.9470198675,0.26873857404,0.346278317152,0.644461077478,1.43971296741,1.26250927092,0.157225544315,0.0718804253324,0.416096254644,3.9918855401
Billy Butler,161,614,72.4472049689,29.1801242236,107.664596273,2.01242236025,0.312703583062,0.372606774669,-0.21393851603,0.962398329389,1.40988631588,-0.79261865343,1.47648859221,1.19081647838,4.0330325464
Chase Utley,83,301,93.686746988,21.4698795181,87.8313253012,21.4698795181,0.255813953488,0.364640883978,0.884431661243,0.247932882965,0.597582976297,0.755950770291,-0.341039484951,0.956418522698,3.10127732854
Ryan Howard,71,260,63.8873239437,31.9436619718,127.774647887,0.0,0.219230769231,0.294520547945,-0.656599569209,1.21847998521,2.23352564942,-0.952782219996,-1.50981075378,-1.1068866438,-0.774073552157
Hunter Pence,160,617,88.0875,24.3,105.3,5.0625,0.2528363047,0.318777292576,0.594875233838,0.51018438999,1.31304049291,-0.549870747854,-0.436170360597,-0.393126993582,1.0389320147
Nick Swisher,148,537,82.0945945946,26.2702702703,101.797297297,2.18918918919,0.271880819367,0.364365971108,0.284961368151,0.692758365523,1.16958170051,-0.778550232042,0.17226988382,0.948329155507,2.48935024147
Michael Bourn,155,624,100.335483871,9.4064516129,59.5741935484,43.8967741935,0.274038461538,0.348074179743,1.22826084091,-0.869917812161,-0.559733057061,2.5408501578,0.241202925866,0.468939877083,3.04960293243
Alejandro De Aza,131,524,100.167938931,11.1297709924,61.8320610687,32.1526717557,0.280534351145,0.349397590361,1.2195965126,-0.710227400663,-0.467258480896,1.60616697712,0.448735684201,0.507881504013,2.60489479637
Torii Hunter,140,534,93.7285714286,18.5142857143,106.457142857,10.4142857143,0.312734082397,0.365351629503,0.886594547722,-0.0259455381641,1.36043312968,-0.123935763019,1.47746299472,0.977332354492,4.55194172543
Alex Gordon,161,642,93.5776397516,14.0869565217,72.4472049689,10.0621118012,0.294392523364,0.367545076283,0.878789348689,-0.436201483186,-0.0324982816087,-0.151964387168,0.891481001683,1.04187497266,2.19148117107
Brandon Phillips,147,580,94.7755102041,19.8367346939,84.8571428571,16.5306122449,0.281034482759,0.320967741935,0.940735372766,0.0965984454139,0.475770576555,0.362847076793,0.464714048919,-0.328672575146,2.0119929453
Jayson Werth,81,300,84.0,10.0,62.0,16.0,0.3,0.386627906977,0.383496471735,-0.81491698799,-0.460380273316,0.3206170006,1.07063045833,1.6033911517,2.10283782106
Mike Napoli,108,352,79.5,36.0,84.0,1.5,0.227272727273,0.342925659472,0.150785907952,1.5943582447,0.440664919685,-0.833401043065,-1.25288370669,0.317443619711,0.416967942295
Mike Morse,102,406,84.1764705882,28.5882352941,98.4705882353,0.0,0.290640394089,0.320930232558,0.392622376197,0.907551277915,1.0333310092,-0.952782219996,0.771606775764,-0.329776296212,1.82255292287
Jay Bruce,155,560,93.0193548387,35.535483871,103.470967742,9.4064516129,0.251785714286,0.327014218009,0.849918504951,1.55131412144,1.23812955091,-0.204146710468,-0.469734959104,-0.150753785413,2.81472672231
Derek Jeter,159,683,100.867924528,15.2830188679,59.0943396226,9.16981132075,0.316251830161,0.362397820163,1.25579518881,-0.325369045208,-0.579386242203,-0.222980308192,1.58984912515,0.890415913199,2.60832463155
Jason Kipnis,152,591,91.6578947368,14.9210526316,81.0,33.0394736842,0.257191201354,0.334828101644,0.779512694312,-0.358910440912,0.317795120639,1.6767452824,-0.297038729751,0.0791713316961,2.19727525839
Melky Cabrera,113,459,120.424778761,15.7699115044,86.017699115,18.6371681416,0.346405228758,0.39,2.26714776088,-0.280251415589,0.523303014618,0.530502491605,2.55319954565,1.70261567557,7.29651707274
Ben Zobrist,157,560,90.8025477707,20.6369426752,76.3566878981,14.4458598726,0.269642857143,0.376876876877,0.735279744375,0.170749263502,0.127620845683,0.196926948918,0.100770751057,1.31646510539,2.64781265892
Angel Pagan,154,605,99.9350649351,8.41558441558,58.9090909091,30.5064935065,0.287603305785,0.337899543379,1.20755379284,-0.961735958214,-0.586973399606,1.4751518459,0.674576907476,0.169549130185,1.97812231857
Shane Victorino,154,595,75.7402597403,11.5714285714,57.8571428571,41.025974026,0.255462184874,0.321156773212,-0.0436432643858,-0.669301451949,-0.630057614855,2.31237048931,-0.35227790113,-0.323110291354,0.293979965633
Andre Ethier,149,556,85.8926174497,21.744966443,96.7651006711,2.1744966443,0.284172661871,0.351132686084,0.481370265899,0.273423656617,0.963480037772,-0.779719574243,0.564973598678,0.558937048974,2.0624650337
Rickie Weeks,157,588,87.7070063694,21.6687898089,65.0063694268,16.5095541401,0.229591836735,0.327917282127,0.575198592218,0.26636479209,-0.337249604209,0.361171115905,-1.17879205602,-0.124180939861,-0.437488099875
Adam Jones,162,648,103.0,32.0,82.0,16.0,0.287037037037,0.334289813486,1.36605218548,1.22370051659,0.358751720321,0.3206170006,0.656485572437,0.063332093038,3.98893908847
B.J. Upton,146,573,87.6575342466,31.0684931507,86.5479452055,34.397260274,0.246073298429,0.298245614035,0.57264021764,1.13738296347,0.545020091477,1.78480805647,-0.652237047538,-0.997275815565,2.39033846596
Jimmy Rollins,156,632,105.923076923,23.8846153846,70.6153846154,31.1538461538,0.25,0.315638450502,1.51721460298,0.471693010532,-0.107523414518,1.52667299318,-0.52678553012,-0.485488060785,2.39578360127
Chase Headley,161,604,95.5900621118,31.1925465839,115.714285714,17.1055900621,0.28642384106,0.376251788269,0.982858669138,1.1488783044,1.73957422388,0.408608095812,0.636894991268,1.29807174581,6.21488603031
Norichika Aoki,151,520,86.9006622517,10.7284768212,53.642384106,32.1854304636,0.288461538462,0.354561101549,0.533499749052,-0.74741309711,-0.802679801783,1.60877415918,0.701995999458,0.659818872164,1.95399588096
Brett Lawrie,125,494,94.608,14.256,62.208,16.848,0.273279352227,0.323970037453,0.932072840759,-0.420537165285,-0.451861300582,0.388107159291,0.216950658835,-0.240329418174,0.424402774843
Michael Young,156,611,82.0384615385,8.30769230769,69.5769230769,2.07692307692,0.276595744681,0.311827956989,0.282058533676,-0.971733719112,-0.150055268034,-0.787485205784,0.322903825439,-0.597612608341,-1.90192444216
Austin Jackson,137,543,121.795620438,18.9197080292,78.0437956204,14.1897810219,0.300184162063,0.377235772358,2.33803872521,0.011622690378,0.196719041288,0.176546285861,1.0765141268,1.327025678,5.12646654753
Carlos Quentin,86,284,82.8837209302,30.1395348837,86.6511627907,0.0,0.260563380282,0.373529411765,0.325769820254,1.05130157329,0.549247532795,-0.952782219996,-0.189303279039,1.21796526281,2.00219869012
Salvador Perez,76,289,81.0,23.4473684211,83.1315789474,0.0,0.301038062284,0.327868852459,0.22835609588,0.431175768999,0.405097346277,-0.952782219996,1.10379480411,-0.125605992704,1.09003580257
Desmond Jennings,132,505,104.318181818,15.9545454545,57.6818181818,38.0454545455,0.245544554455,0.314183123878,1.43421992639,-0.263142415469,-0.637238317397,2.07515854034,-0.669129529091,-0.528311343054,1.41155686172
Wilin Rosario,117,396,92.7692307692,38.7692307692,98.3076923077,5.53846153846,0.270202020202,0.31220657277,0.836983724235,1.85096744108,1.0266593459,-0.511990182097,0.118635071274,-0.586471761895,2.7347836385
Alexis Rios,157,605,95.9617834395,25.7961783439,93.898089172,23.7324840764,0.304132231405,0.334375,1.00208166464,0.648826906442,0.846056995517,0.936025700362,1.20264830862,0.0658387235482,4.70147829912
David Freese,144,501,78.75,22.5,88.875,3.375,0.293413173653,0.372134038801,0.112000813988,0.343388412342,0.640328343134,-0.684174571901,0.860192423925,1.1769061292,2.44864155069
Chipper Jones,112,387,83.8928571429,20.25,89.6785714286,1.44642857143,0.286821705426,0.377232142857,0.377955744026,0.134893440282,0.67323989645,-0.837664656527,0.649606089282,1.3269188792,2.32494939272
Dan Uggla,154,523,90.4675324675,19.987012987,82.0519480519,4.20779220779,0.219885277247,0.347619047619,0.717954944358,0.110523898093,0.360879335889,-0.617894762631,-1.4889003224,0.45554752165,-0.461889385042
Jason Heyward,158,587,95.3544303797,27.6835443038,84.0759493671,21.5316455696,0.269165247019,0.335384615385,0.970673337313,0.823718601138,0.443775547509,0.76086657291,0.085511910087,0.0955468618305,3.18009283079
Justin Morneau,134,505,76.1641791045,22.9701492537,93.0895522388,1.20895522388,0.267326732673,0.333333333333,-0.0217209278868,0.386954525907,0.812942072017,-0.856564555007,0.0267744658779,0.035187469765,0.383573050673
Kendry Morales,134,484,73.7462686567,26.5970149254,88.2537313433,0.0,0.272727272727,0.319923371648,-0.14675943977,0.723035973406,0.614883291466,-0.952782219996,0.199312646449,-0.359403383537,0.0782868680186
Michael Cuddyer,101,358,85.0099009901,25.6633663366,93.0297029703,12.8316831683,0.259776536313,0.317258883249,0.435721944795,0.636519957218,0.810490849486,0.0684587390956,-0.214441621764,-0.437806497246,1.29894337158
Martin Prado,156,617,84.1153846154,10.3846153846,72.6923076923,17.6538461538,0.301458670989,0.35860058309,0.389463409268,-0.779276821826,-0.0224597074869,0.452242400805,1.11723254551,0.778681439085,1.93588326536
Miguel Montero,141,486,74.6808510638,17.2340425532,101.106382979,0.0,0.286008230453,0.39092495637,-0.0984289511343,-0.144578543543,1.14128419935,-0.952782219996,0.623616930699,1.72983270511,2.29894412049
Nick Markakis,104,420,91.9038461538,20.25,84.1153846154,1.55769230769,0.297619047619,0.363057324841,0.792231692738,0.134893440282,0.445390681187,-0.828809459337,0.99456303031,0.909821972625,2.4480913578
Brandon Moss,84,265,92.5714285714,40.5,100.285714286,1.92857142857,0.290566037736,0.358108108108,0.826754688464,2.01134818882,1.10767240022,-0.79929213537,0.769231215227,0.764190262448,4.67990461981
Carlos Ruiz,114,372,79.5789473684,22.7368421053,96.6315789474,5.68421052632,0.325268817204,0.394299287411,0.154868549422,0.365335251506,0.958011441982,-0.500390391626,1.87792671056,1.82912308311,4.68487464496
Juan Pierre,130,394,73.5230769231,1.24615384615,31.1538461538,46.1076923077,0.307106598985,0.350710900474,-0.158301456252,-1.62608716988,-1.72373384812,2.71681149551,1.29767435517,0.546525921504,1.05288929793
Chris Young,101,325,57.7425742574,22.4554455446,65.7623762376,12.8316831683,0.230769230769,0.31129476584,-0.974365827829,0.339259799034,-0.306286135899,0.0684587390956,-1.14117629491,-0.613301866476,-2.62741158698
Carlos Santana,143,507,81.5664335664,20.3916083916,86.0979020979,3.3986013986,0.252465483235,0.364532019704,0.257648334678,0.148015501461,0.526587856081,-0.68229619674,-0.448017483352,0.953215169283,0.755153181409
Elvis Andrus,158,629,87.1518987342,3.07594936709,63.5696202532,21.5316455696,0.286168521463,0.348703170029,0.546492056494,-1.45653020721,-0.396093964955,0.76086657291,0.628737959141,0.487448044319,0.570920460697
Starlin Castro,162,646,78.0,14.0,78.0,25.0,0.283281733746,0.322720694645,0.0732157200246,-0.444259259884,0.194925321594,1.03690406218,0.536509942069,-0.277091584698,1.12020420129
Neil Walker,129,472,77.8604651163,17.5813953488,86.6511627907,8.79069767442,0.279661016949,0.342155009452,0.0659998885895,-0.112391294021,0.549247532795,-0.253152997052,0.420834124046,0.294767085926,0.965304340282
Pablo Sandoval,108,396,88.5,18.0,94.5,1.5,0.282828282828,0.341628959276,0.616207035518,-0.0736015317778,0.870709216345,-0.833401043065,0.522022947146,0.279287952383,1.38122457655
Marco Scutaro,156,620,90.3461538462,7.26923076923,76.8461538462,9.34615384615,0.306451612903,0.347696879643,0.711678036044,-1.06796216776,0.147667706576,-0.208945656042,1.27674865039,0.457837744815,1.31702431403
Dexter Fowler,143,454,81.5664335664,14.7272727273,60.041958042,13.5944055944,0.299559471366,0.389312977099,0.257648334678,-0.376866945683,-0.540575013952,0.129161873028,1.05655630865,1.68239988682,2.20832444354
David Murphy,147,457,71.6326530612,16.5306122449,67.2244897959,11.0204081633,0.304157549234,0.3795761079,-0.256061812403,-0.209761513531,-0.246402936203,-0.0756960221366,1.20345717072,1.39589052789,1.81142541433
Asdrubal Cabrera,143,555,79.3006993007,18.1258741259,77.034965035,10.1958041958,0.27027027027,0.338211382114,0.140479379486,-0.0619374773968,0.155400770852,-0.141324150228,0.120815546279,0.178725048457,0.392159117449
Freddie Freeman,147,540,100.285714286,25.3469387755,103.591836735,2.20408163265,0.259259259259,0.340322580645,1.22568708352,0.607198376989,1.24307993386,-0.777364980424,-0.230967754481,0.240847495149,2.30848015461
Yadier Molina,138,505,76.3043478261,25.8260869565,89.2173913043,14.0869565217,0.314851485149,0.373214285714,-0.0144723185022,0.651598371039,0.654351526721,0.168362745963,1.5451104549,1.20869261461,4.21364339473
Adam LaRoche,154,571,79.9480519481,34.7142857143,105.194805195,1.05194805195,0.271453590193,0.343122102009,0.173956223827,1.47521826067,1.30873207138,-0.869060355654,0.158620629548,0.32322398136,2.57069081113
Justin Ruggiano,91,288,67.6483516484,23.1428571429,64.0879120879,24.9230769231,0.3125,0.374213836478,-0.46210381864,0.402958404359,-0.374866493761,1.03078195055,1.46998445544,1.23810459937,3.30485909732
Rafael Furcal,121,477,92.3801652893,6.69421487603,65.6033057851,16.0661157025,0.264150943396,0.325095057034,0.816863802636,-1.1212456889,-0.312801120743,0.32587898085,-0.0746866654641,-0.207225487912,-0.573216179539
Mark Trumbo,144,544,74.25,36.0,106.875,4.5,0.268382352941,0.317406143345,-0.120709749794,1.5943582447,1.37754713741,-0.594638689203,0.0604997597517,-0.433473338934,1.88358336393
Jason Kubel,141,506,86.170212766,34.4680851064,103.404255319,1.14893617021,0.252964426877,0.327495621716,0.4957256798,1.45240422117,1.23539723692,-0.861341318517,-0.432077072307,-0.136588383311,1.75352036375
Andy Dirks,88,314,103.090909091,14.7272727273,64.4318181818,1.84090909091,0.321656050955,0.369501466276,1.37075340899,-0.376866945683,-0.360781269544,-0.806268957399,1.76250489919,1.09944214658,2.68878328214
Ichiro Suzuki,162,629,77.0,9.0,55.0,29.0,0.282988871224,0.306990881459,0.0215022614062,-0.907581420017,-0.747076471089,1.35525386733,0.527153476569,-0.739944540802,-0.4906928266
Matthew Joyce,124,399,71.8548387097,22.2096774194,77.0806451613,5.22580645161,0.240601503759,0.340563991323,-0.244571824066,0.316485835302,0.157271673499,-0.536873603591,-0.827051693363,0.24795105351,-0.88678855871
Alfonso Soriano,151,561,72.9536423841,34.3311258278,115.867549669,6.43708609272,0.262032085561,0.321951219512,-0.187748885719,1.43971296741,1.74585139432,-0.44047094416,-0.142380613113,-0.299733547184,2.11523037155
Drew Stubbs,136,493,89.3382352941,16.6764705882,47.6470588235,35.7352941176,0.212981744422,0.276951672862,0.659555081712,-0.196245632989,-1.04822793934,1.89129875983,-1.70945659662,-1.6238543707,-2.02693069811
Brian McCann,121,439,58.9090909091,26.7768595041,89.7024793388,4.01652892562,0.23006833713,0.299794661191,-0.914041217235,0.73970116915,0.67421908316,-0.633116919784,-1.16356866902,-0.951694787568,-2.2485013413
Josh Rutledge,73,277,82.1095890411,17.7534246575,82.1095890411,15.5342465753,0.274368231047,0.305841924399,0.28573678284,-0.0964502958391,0.363240114807,0.283548872603,0.251738507573,-0.773752836267,0.314061145716
Ike Davis,156,519,68.5384615385,33.2307692308,93.4615384615,0.0,0.227360308285,0.308219178082,-0.416073157672,1.33774904832,0.828177362829,-0.952782219996,-1.2500856405,-0.703801662543,-1.15681626956
Howie Kendrick,147,550,62.8163265306,8.81632653061,73.8367346939,15.4285714286,0.287272727273,0.324829931973,-0.71198454961,-0.924601417736,0.0244121310815,0.275138457007,0.664015479453,-0.215026846833,-0.888046746637
Rajai Davis,142,447,73.014084507,9.12676056338,49.0563380282,52.4788732394,0.257270693512,0.308641975309,-0.184623214495,-0.895835224408,-0.990508655114,3.22387754756,-0.294499088847,-0.69136076806,0.167050596631
Aaron Hill,156,609,96.5769230769,27.0,88.2692307692,14.5384615385,0.302134646962,0.359820089955,1.03389266282,0.760378356461,0.61551809525,0.204296879488,1.13882884207,0.814565676907,4.567480513
Jose Altuve,147,576,88.1632653061,7.71428571429,40.7755102041,36.3673469388,0.289930555556,0.340255591054,0.59879331986,-1.02672140405,-1.32966320534,1.94160223294,0.748928627324,0.238876312797,1.17181588353
Eric Hosmer,152,535,69.2763157895,14.9210526316,63.9473684211,17.0526315789,0.231775700935,0.304347826087,-0.377916162396,-0.358910440912,-0.380622684462,0.404393265112,-1.10902126423,-0.817716983334,-2.63979427022
Kelly Johnson,142,507,69.5915492958,18.2535211268,62.7464788732,15.9718309859,0.224852071006,0.313148788927,-0.361614347513,-0.0501091405598,-0.429807036934,0.318375100563,-1.33021960715,-0.558746859599,-2.41212189119
Daniel Murphy,156,571,64.3846153846,6.23076923077,67.5,10.3846153846,0.290718038529,0.331699346405,-0.630882908856,-1.1641906164,-0.235118975066,-0.126297148936,0.774087385169,-0.0128929283264,-1.39529519241
Mark Reynolds,135,457,78.0,27.6,82.8,1.2,0.221006564551,0.334572490706,0.0732157200246,0.815977015677,0.391517000067,-0.857277278451,-1.45307707703,0.0716499277971,-0.95799469192
Luke Scott,96,314,59.0625,23.625,92.8125,8.4375,0.229299363057,0.28488372093,-0.906107902561,0.447635898372,0.801594954381,-0.28126309976,-1.18813609859,-1.39045224108,-2.51672848924
Ben Revere,124,511,91.4516129032,0.0,41.8064516129,52.2580645161,0.293542074364,0.332723948812,0.768845147246,-1.74156130826,-1.28743935076,3.20630394405,0.864310585068,0.0172562061258,1.82771522347
Wilson Betemit,102,341,65.1176470588,19.0588235294,63.5294117647,0.0,0.260997067449,0.321808510638,-0.592975305706,0.0245137491915,-0.39774076792,-0.952782219996,-0.175447702748,-0.303932784858,-2.39836503204
Ian Desmond,130,513,89.7230769231,31.1538461538,90.9692307692,26.1692307692,0.292397660819,0.334552102377,0.679456573366,1.14529215103,0.726100914391,1.12996015907,0.827748495175,0.0710499970434,4.57960829008
Jon Jay,117,443,96.9230769231,5.53846153846,55.3846153846,26.3076923077,0.304740406321,0.37322515213,1.05179347542,-1.22834291549,-0.73132393275,1.14097996002,1.2220784753,1.2090123611,2.66419742359
Delmon Young,151,574,57.9337748344,19.3112582781,79.3907284768,0.0,0.266550522648,0.296052631579,-0.964478184702,0.0479054718067,0.251884831085,-0.952782219996,0.00197585978535,-1.0618047709,-2.67729901292
Cody Ross,130,476,87.2307692308,27.4153846154,100.938461538,2.49230769231,0.266806722689,0.326375711575,0.550570722656,0.798869735919,1.13440670814,-0.754425802941,0.0101610206198,-0.169541967269,1.57004041713
