name,g,ab,r,hr,rbi,sb,avg,obp,r_score,hr_score,rbi_score,sb_score,avg_score,obp_score,total_score
Miguel Cabrera,161,572,111.689440994,30.1863354037,105.652173913,2.01242236025,0.344405594406,0.447674418605,1.81777510139,1.2422340553,1.38381544729,-0.789971543746,2.73835501662,3.35117648374,9.74338456059
Ryan Braun,150,563,117.72,35.64,119.88,35.64,0.33214920071,0.397456279809,2.12155934277,1.76857065381,1.97803619226,1.88975617716,2.30542525603,1.87777650898,11.941124131
Carlos Gonzalez,127,481,117.354330709,33.1653543307,117.354330709,25.5118110236,0.295218295218,0.363468634686,2.10313906562,1.52974104464,1.87255239743,1.08265704402,1.00092342043,0.880579148272,8.46959212041
Josh Hamilton,121,487,107.107438017,33.4710743802,125.851239669,10.7107438017,0.297741273101,0.345724907063,1.58696062846,1.55924627879,2.22742316558,-0.0968162608535,1.09004198481,0.359978256657,6.72683405344
Joey Votto,161,599,101.627329193,29.1801242236,103.639751553,8.04968944099,0.308848080134,0.415855354659,1.31090484324,1.14512398177,1.2997672514,-0.30887141432,1.48236516154,2.41760528539,7.34689510901
Jose Bautista,149,513,114.161073826,46.7516778523,111.986577181,9.78523489933,0.302144249513,0.447328244275,1.94228148695,2.84096566845,1.64836983571,-0.170568580693,1.24556730256,3.3410197304,10.8476354434
Albert Pujols,147,579,115.714285714,40.7755102041,109.102040816,9.91836734694,0.298791018998,0.365591397849,2.02052320465,2.26420197193,1.52789806883,-0.159959469497,1.12712191643,0.942861010284,7.72264670262
Troy Tulowitzki,143,537,91.7622377622,33.986013986,118.951048951,10.1958041958,0.301675977654,0.371900826446,0.813959317412,1.60894342386,1.93923883974,-0.137850972041,1.22902664396,1.12797961799,6.58129687091
Matt Kemp,161,602,115.714285714,39.2422360248,126.782608696,40.248447205,0.323920265781,0.399129172714,2.02052320465,2.11622471703,2.26632150417,2.25699594262,2.01475649019,1.92685917956,12.6016810382
Jacoby Ellsbury,158,660,122.012658228,32.8101265823,107.658227848,39.9873417722,0.321212121212,0.376033057851,2.33779832193,1.49545779133,1.46759766788,2.23618886951,1.91909732576,1.24921926951,10.7053592459
David Ortiz,146,525,93.2054794521,32.1780821918,106.520547945,1.1095890411,0.308571428571,0.398347107438,0.886661380592,1.43445878988,1.42008281949,-0.861916882736,1.47259306237,1.90391338775,6.25579255735
Robinson Cano,159,623,105.962264151,28.5283018868,120.226415094,8.15094339623,0.30176565008,0.349486049927,1.52927347646,1.08221619829,1.99250411126,-0.300802649046,1.23219412235,0.470330171979,6.0057154313
Adrian Beltre,124,487,107.129032258,41.8064516129,137.177419355,1.3064516129,0.29568788501,0.331428571429,1.58804841987,2.36369877537,2.70045754828,-0.846229220171,1.01751063207,-0.059476168945,6.76400998648
Prince Fielder,162,569,95.0,38.0,120.0,1.0,0.298769771529,0.414739884393,0.977058815182,1.99633573737,1.98304795505,-0.870649857632,1.12637139699,2.38487739261,7.59704143957
Matt Holliday,124,446,108.435483871,28.7419354839,97.9838709677,2.61290322581,0.295964125561,0.387596899225,1.65385980016,1.10283411104,1.06355115246,-0.742120186787,1.02726821316,1.58850232533,5.69389541537
Andrew McCutchen,158,572,89.2025316456,23.582278481,91.253164557,23.582278481,0.258741258741,0.363905325444,0.685016315608,0.604872370196,0.782445286173,0.928895690819,-0.287546504895,0.893391653204,3.6070748111
Adrian Gonzalez,159,630,110.037735849,27.5094339623,119.20754717,1.01886792453,0.338095238095,0.40979020979,1.73457187033,0.98388461441,1.94995140831,-0.869146302991,2.51545575974,2.2396539612,8.554371311
Paul Konerko,149,543,75.0201342282,33.7046979866,114.161073826,1.08724832215,0.300184162063,0.388106416275,-0.0294097991225,1.58179343991,1.73918701382,-0.863697178793,1.17633158677,1.60345155339,5.20765661598
Evan Longoria,133,483,95.007518797,37.7593984962,120.586466165,3.65413533835,0.244306418219,0.355400696864,0.977437568137,1.97311513499,2.00754153261,-0.659146069955,-0.797425039048,0.64386588751,4.14538901424
Dustin Pedroia,159,635,103.924528302,21.3962264151,92.7169811321,26.4905660377,0.307086614173,0.38683127572,1.42662427953,0.393895111101,0.843581131554,1.1606524611,1.4201453067,1.56603893502,6.81093722501
Curtis Granderson,156,583,141.230769231,42.5769230769,123.576923077,25.9615384615,0.26243567753,0.363901018923,3.30589419262,2.43805746071,2.13243703828,1.11849510215,-0.157049404236,0.893265299898,9.73109968942
David Wright,102,389,95.2941176471,22.2352941176,96.8823529412,20.6470588235,0.254498714653,0.34451901566,0.991874739576,0.474874062536,1.01754659362,0.694992744631,-0.437404908772,0.324597408109,3.0664806397
Justin Upton,159,592,106.981132075,31.5849056604,89.6603773585,21.3962264151,0.288851351351,0.36943620178,1.58059807493,1.37721094995,0.715923022697,0.75469270828,0.77602533437,1.05566754097,6.26011763119
Jose Reyes,126,537,129.857142857,9.0,56.5714285714,50.1428571429,0.337057728119,0.383561643836,2.73295751194,-0.80247249283,-0.666026663655,3.04546559918,2.47880803475,1.47010794969,8.25883993907
Alex Rodriguez,99,373,109.636363636,26.1818181818,101.454545455,6.54545454545,0.276139410188,0.36214953271,1.71435308912,0.855755580863,1.20850279626,-0.428741480237,0.327004375877,0.841876702007,4.51875106389
Mike Stanton,150,516,85.32,36.72,93.96,5.4,0.261627906977,0.356073211314,0.489437111526,1.87280213273,0.895495429155,-0.520020915568,-0.185582096718,0.663597458571,3.21572911969
Ian Kinsler,155,620,126.464516129,33.4451612903,80.4774193548,31.3548387097,0.254838709677,0.354659248957,2.56205684819,1.5567453902,0.332399628993,1.54827854766,-0.425395343136,0.622111809123,6.19619688104
Ryan Zimmerman,101,395,83.4059405941,19.2475247525,78.5940594059,4.81188118812,0.288607594937,0.354545454545,0.393018009416,0.186522562909,0.253741684692,-0.566887160299,0.767415182896,0.618773081584,1.6525833612
Victor Martinez,145,540,84.9103448276,13.4068965517,115.075862069,1.11724137931,0.32962962963,0.379831932773,0.468801083315,-0.377160136326,1.77739286117,-0.861307080178,2.21642702931,1.36067824327,4.58483200056
Corey Hart,130,492,99.6923076923,32.4,78.5076923077,8.72307692308,0.284552845528,0.355839416058,1.21342979359,1.45587621706,0.250134589613,-0.255210246038,0.62419020708,0.65673790677,3.94515846807
Shin-Soo Choo,85,313,70.5176470588,15.2470588235,68.6117647059,22.8705882353,0.258785942492,0.343575418994,-0.256218731376,-0.199564918697,-0.163165758292,0.872182236743,-0.285968151099,0.296912286028,0.264176963308
Hanley Ramirez,92,338,96.847826087,17.6086956522,79.2391304348,35.2173913043,0.242603550296,0.333333333333,1.07014147061,0.0283581362252,0.280682876197,1.8560791681,-0.85757504898,-0.00359046290886,2.37409613925
Carl Crawford,130,506,81.0,13.7076923077,69.7846153846,22.4307692308,0.254940711462,0.289179104478,0.271820814027,-0.348130148829,-0.114182013355,0.837133765776,-0.421792357668,-1.2990753463,-1.07422528635
Joe Mauer,82,296,75.0731707317,5.92682926829,59.2682926829,0.0,0.287162162162,0.36036036036,-0.0267381307131,-1.09906613203,-0.553392970242,-0.950338253555,0.716358495211,0.789382393009,-1.12379459832
Nelson Cruz,124,475,83.6129032258,37.8870967742,113.661290323,11.7580645161,0.263157894737,0.311890838207,0.403443574611,1.98543937607,1.71831371079,-0.0133569530994,-0.131538692829,-0.632713177058,3.32958783849
Mark Teixeira,156,589,93.4615384615,40.5,115.269230769,4.15384615385,0.247877758913,0.340643274854,0.899560133736,2.23761230894,1.78546884498,-0.619324916642,-0.671275397475,0.210883189642,3.84292416318
Aramis Ramirez,149,565,86.9798657718,28.2684563758,101.11409396,1.08724832215,0.306194690265,0.361022364217,0.573051427176,1.05713834469,1.19428394515,-0.863697178793,1.38864008474,0.808805583303,4.15822220626
Kevin Youkilis,120,431,91.8,22.95,108.0,4.05,0.257540603248,0.37330754352,0.815861557775,0.543850776525,1.48187167584,-0.627600250065,-0.329956981261,1.16925269085,3.05327946966
Josh Willingham,136,488,82.1911764706,34.5441176471,116.735294118,4.76470588235,0.245901639344,0.33214920071,0.331825307823,1.66280635903,1.84669852615,-0.570646484743,-0.741077412101,-0.0383329089349,2.49127338722
Coco Crisp,136,531,82.1911764706,9.52941176471,64.3235294118,58.3676470588,0.263653483992,0.314335060449,0.331825307823,-0.751378630615,-0.342262575717,3.70088591439,-0.114033108142,-0.560999707052,2.26403720069
Edwin Encarnacion,134,481,84.6268656716,20.552238806,66.4925373134,9.67164179104,0.272349272349,0.333962264151,0.454521063793,0.312441336391,-0.251674633238,-0.17962063328,0.19312621336,0.0148623645559,0.543655711582
Carlos Beltran,142,520,88.985915493,25.0985915493,95.8309859155,4.56338028169,0.3,0.384615384615,0.674104462573,0.751212697612,0.973636575788,-0.586689798918,1.16982647282,1.5010246996,4.48311510947
Billy Butler,159,597,75.3962264151,19.358490566,96.7924528302,2.03773584906,0.291457286432,0.361069836553,-0.0104644775407,0.197231943332,1.01379194336,-0.787954352428,0.868074176689,0.810198421421,2.09087765484
Chase Utley,103,398,84.932038835,17.3009708738,69.2038834951,22.0194174757,0.258793969849,0.344370860927,0.469893900343,-0.00134057558129,-0.138436100654,0.804353804256,-0.285684602615,0.32025054889,1.16903697464
Ryan Howard,152,557,86.3289473684,35.1710526316,123.631578947,1.06578947368,0.253141831239,0.346273291925,0.540261970482,1.72331224849,2.13471972376,-0.865407200005,-0.485333787875,0.376067866141,3.42362082099
Hunter Pence,154,606,88.3636363636,23.1428571429,102.038961039,8.41558441558,0.313531353135,0.369760479042,0.642757684764,0.562463540618,1.23291073194,-0.279713830718,1.64779133092,1.06518183441,4.87139129194
Nick Swisher,150,526,87.48,24.84,91.8,2.16,0.260456273764,0.3738170347,0.598245260276,0.726255864632,0.805283698897,-0.77821131836,-0.22696742578,1.18420115986,2.30880723953
Lance Berkman,145,488,100.551724138,34.6344827586,105.020689655,2.23448275862,0.301229508197,0.412265758092,1.25672216047,1.67152755275,1.35744170307,-0.772275906802,1.21325610656,2.31228653765,7.0389581537
Michael Bourn,158,656,96.3797468354,2.05063291139,51.2658227848,62.5443037975,0.294207317073,0.348675034868,1.04656237949,-1.47316027912,-0.887613644248,4.03371699022,0.965212873165,0.446534993658,4.13125331317
Torii Hunter,156,580,83.0769230769,23.8846153846,85.1538461538,5.19230769231,0.262068965517,0.335901386749,0.376444033978,0.63405109482,0.527709144255,-0.536571582414,-0.170002687873,0.0717562131799,0.903386215946
Alex Gordon,151,611,108.357615894,24.6754966887,93.3377483444,18.238410596,0.302782324059,0.376453488372,1.64993726756,0.710379546651,0.869507281697,0.503051431037,1.26810586222,1.26155469917,6.26253608834
Brandon Phillips,150,610,101.52,19.44,88.56,15.12,0.3,0.352765321375,1.30549822715,0.205098470042,0.669966103509,0.254550292809,1.16982647282,0.566543982079,4.1714835484
Jayson Werth,150,561,74.52,21.6,62.64,20.52,0.231729055258,0.329738058552,-0.0546036322222,0.413561427878,-0.412574659595,0.684867630796,-1.2416923228,-0.109075809433,-0.719517365381
Mike Napoli,113,369,103.221238938,43.0088495575,107.522123894,5.73451327434,0.319783197832,0.414351851852,1.39119668059,2.47974295687,1.46191332843,-0.493364089321,1.8686237956,2.37349251953,9.0816051917
Mike Morse,146,522,81.0,34.397260274,105.410958904,2.21917808219,0.302681992337,0.36,0.271820814027,1.64863306163,1.37374117724,-0.773495511917,1.26456186802,0.778809421597,4.56407083059
Jay Bruce,157,585,86.6751592357,33.0191082803,100.089171975,8.25477707006,0.25641025641,0.340874811463,0.55770209657,1.51562674637,1.15147839623,-0.292528310135,-0.369883961263,0.217676472755,2.78007144053
Derek Jeter,131,546,103.877862595,7.41984732824,75.4351145038,19.786259542,0.296703296703,0.354892205638,1.42427353456,-0.954974020509,0.121809330334,0.626397030672,1.05337778452,0.628946757152,2.89983041674
Melky Cabrera,155,658,106.606451613,18.8129032258,90.9290322581,20.9032258065,0.30547112462,0.339055793991,1.56172386775,0.144576966155,0.768908001212,0.715406280588,1.36308174275,0.164306508015,4.71800336647
Brett Gardner,159,510,88.641509434,7.1320754717,36.679245283,49.9245283019,0.258823529412,0.344827586207,0.656755302528,-0.982747063285,-1.49681753082,3.02806732406,-0.284640477023,0.33365086662,1.25426842208
Ben Zobrist,156,588,102.807692308,20.7692307692,94.5,19.7307692308,0.268707482993,0.352678571429,1.37036462352,0.333383367172,0.91804836172,0.621975096782,0.0644881299839,0.563998739021,3.8722583182
Angel Pagan,123,478,89.5609756098,9.21951219512,73.756097561,42.1463414634,0.261506276151,0.32196969697,0.703072623096,-0.781287232887,0.0516857083215,2.40823609171,-0.189878434266,-0.336999504602,1.85482925137
Shane Victorino,132,519,116.590909091,20.8636363636,74.8636363636,23.3181818182,0.279383429672,0.355172413793,2.06468235592,0.342494510434,0.0979417230051,0.907850251389,0.441592126062,0.637168063195,4.49172903001
Andre Ethier,135,487,80.4,13.2,74.4,0.0,0.29158110883,0.368421052632,0.241596328263,-0.397127852594,0.0785780940355,-0.950338253555,0.872447926603,1.02588306934,0.871039312088
Rickie Weeks,118,453,105.711864407,27.4576271186,67.2711864407,12.3559322034,0.269315673289,0.350194552529,1.51665980396,0.978884703365,-0.219154593871,0.0342861638729,0.0859710951843,0.491117635271,2.88776480778
Adam Jones,151,567,72.9536423841,26.821192053,89.0463576159,12.8741721854,0.280423280423,0.319286871961,-0.13350755466,0.917461955097,0.690278678534,0.0755838767451,0.478322533701,-0.415713578734,1.61242591068
B.J. Upton,153,560,86.8235294118,24.3529411765,85.7647058824,38.1176470588,0.242857142857,0.330721003135,0.565176117028,0.679249511394,0.553221511409,2.08719589694,-0.848617457573,-0.0802362196199,2.95598935958
Jimmy Rollins,142,567,99.2535211268,18.2535211268,71.8732394366,34.2253521127,0.268077601411,0.337559429477,1.19132629642,0.0905906481327,-0.0269512774329,1.77702515622,0.0422389684937,0.120403179644,3.19463297148
Chase Headley,113,381,61.6460176991,5.73451327434,63.0796460177,18.6371681416,0.288713910761,0.374429223744,-0.70311945685,-1.1176266695,-0.394212979985,0.534827780205,0.771170552181,1.20216278376,0.293202009814
Michael Young,159,631,89.6603773585,11.2075471698,108.0,6.11320754717,0.337559429477,0.380261248186,0.708079900995,-0.589420727746,1.48187167584,-0.463186550173,2.49652951581,1.37327435562,5.00714817033
Austin Jackson,153,591,95.2941176471,10.5882352941,47.6470588235,23.2941176471,0.248730964467,0.316513761468,0.991874739576,-0.649190906186,-1.03875019904,0.905932616193,-0.641137814982,-0.497076628595,-0.928348193031
