name,g,ab,r,hr,rbi,sb,avg,obp,r_score,hr_score,rbi_score,sb_score,avg_score,obp_score,total_score
B.J. Upton,154,536,93.6233766234,18.9350649351,65.2207792208,44.1818181818,0.236940298507,0.32183908046,0.808145379995,0.12627288228,-0.405306783339,2.61699048934,-1.16440553797,-0.492217167935,1.48947926237
Jimmy Rollins,88,350,88.3636363636,14.7272727273,75.4772727273,31.2954545455,0.242857142857,0.319796954315,0.546679749436,-0.278916117965,0.0408683260105,1.59485828754,-0.949094238966,-0.55335180298,0.401044203073
Chase Headley,161,610,77.4782608696,11.0683229814,58.3602484472,17.1055900621,0.26393442623,0.326894502229,0.0055595748884,-0.631254379049,-0.703751672536,0.469333831067,-0.182101397136,-0.340874232729,-1.38308827549
Michael Young,157,656,102.152866242,21.6687898089,93.898089172,4.12738853503,0.283536585366,0.33008356546,1.23215270191,0.389516691357,0.842205526323,-0.560082851304,0.531212338623,-0.245404020361,2.18960038655
Austin Jackson,151,618,110.503311258,4.29139072848,43.9867549669,28.9668874172,0.2928802589,0.345238095238,1.64725958244,-1.28383850599,-1.32902336225,1.41015890197,0.871224407078,0.20827346158,1.52405448483
Vladimir Guerrero,152,593,88.4605263158,30.9078947368,122.565789474,4.26315789474,0.300168634064,0.345256609642,0.551496221578,1.279195531,2.0892997997,-0.5493137749,1.13644509425,0.208827722808,4.71595059444
Carlos Quentin,131,453,90.2748091603,32.1526717557,107.58778626,2.47328244275,0.242825607064,0.34155597723,0.641685581609,1.39906123038,1.43773089678,-0.691284728718,-0.950241812264,0.0980427879322,1.93499395572
Alexis Rios,147,567,98.0816326531,23.1428571429,96.9795918367,37.4693877551,0.283950617284,0.333873581848,1.02976862875,0.531461882526,0.97625619262,2.08456788471,0.546278773508,-0.131943219097,5.03639014302
Chipper Jones,95,317,80.1473684211,17.0526315789,78.4421052632,8.52631578947,0.264984227129,0.380577427822,0.138242911805,-0.0549958809877,0.169843641021,-0.211164775806,-0.143899615564,1.26621848886,1.16424476933
Dan Uggla,159,589,101.886792453,33.6226415094,106.981132075,4.07547169811,0.286926994907,0.36943620178,1.21892597442,1.5406118454,1.41134039629,-0.564200837753,0.654587813665,0.932686307399,5.19395149942
Jason Heyward,142,520,94.6901408451,20.5352112676,82.1408450704,12.5492957746,0.276923076923,0.393258426966,0.86117502901,0.28035884012,0.330745184703,0.107933575452,0.290549747274,1.64584648423,3.51660886079
Justin Morneau,81,296,106.0,36.0,112.0,0.0,0.344594594595,0.436781609195,1.4233966045,1.76953938328,1.62966978377,-0.887462773994,2.75308577399,2.94878943319,9.63701820474
Michael Cuddyer,157,609,95.9617834395,14.4458598726,83.5796178344,7.22292993631,0.270935960591,0.336296296296,0.924389335492,-0.30601474537,0.393334274716,-0.314547909287,0.0726812825067,-0.0594150043264,0.710427233732
Martin Prado,140,599,115.714285714,17.3571428571,76.3714285714,5.78571428571,0.307178631052,0.350308641975,1.90630102834,-0.025672992812,0.0797656432359,-0.428546275223,1.39153572504,0.360069189289,3.28345231787
Miguel Montero,85,297,68.6117647059,17.1529411765,81.9529411765,0.0,0.265993265993,0.332326283988,-0.435200594968,-0.0453365766475,0.32257104211,-0.887462773994,-0.107181146106,-0.178264299796,-1.3308743494
Nick Markakis,160,629,79.9875,12.15,60.75,7.0875,0.297297297297,0.369534555712,0.130295732771,-0.527094380616,-0.599793369465,-0.325290063,1.03195844349,0.935630705199,0.64570706838
Jim Thome,108,276,72.0,37.5,88.5,0.0,0.282608695652,0.411764705882,-0.266768878969,1.91398175836,0.607379362288,-0.887462773994,0.497446850167,2.19986446707,4.06444078492
Carlos Ruiz,121,371,57.5702479339,10.7107438017,70.958677686,0.0,0.301886792453,0.399538106236,-0.984082669472,-0.665687436382,-0.155698330556,-0.887462773994,1.19896810359,1.83383971925,0.339876612438
Juan Pierre,160,651,97.2,1.0125,47.5875,68.85,0.274961597542,0.340751043115,0.985942008775,-1.59957901564,-1.1723847598,4.57364356138,0.219172396696,0.0739456706095,3.08073986202
Chris Young,156,584,97.6153846154,28.0384615385,94.5,29.0769230769,0.256849315068,0.340874811463,1.00659108934,1.00288370012,0.868389682667,1.41888680957,-0.439925398838,0.0776508936094,3.93447677647
Elvis Andrus,148,588,96.3243243243,0.0,38.3108108108,35.027027027,0.265306122449,0.342465753425,0.942411514607,-1.69707761882,-1.57593669602,1.89084251586,-0.132185989969,0.125278537199,-0.446667737146
Starlin Castro,125,463,68.688,3.888,53.136,12.96,0.300215982721,0.346613545817,-0.431410881358,-1.3226829826,-0.931015466027,0.140510183252,1.13816809054,0.24944999191,-1.15698106428
Neil Walker,110,426,83.9454545455,17.6727272727,97.2,2.94545454545,0.295774647887,0.34903640257,0.327048619767,0.00471618220639,0.985844326838,-0.653832556438,0.976549917761,0.321982466807,1.96230895694
Manny Ramirez,90,265,68.4,16.2,75.6,1.8,0.298113207547,0.409375,-0.445727577218,-0.13709996788,0.0462071734728,-0.744688752154,1.06164904973,2.12832442174,1.90866434769
Pablo Sandoval,152,563,65.0131578947,13.8552631579,67.1447368421,3.19736842105,0.268206039076,0.323051948052,-0.614090036755,-0.362886206832,-0.321611317482,-0.633851024673,-0.0266593309673,-0.455907845033,-2.41500576174
Marco Scutaro,150,632,99.36,11.88,60.48,5.4,0.275316455696,0.332850940666,1.09331722773,-0.553094008132,-0.611538833883,-0.459140708475,0.232085524975,-0.162557780099,-0.460928577888
Dexter Fowler,132,439,89.5909090909,7.36363636364,44.1818181818,15.9545454545,0.259681093394,0.347389558233,0.607688396567,-0.987996868395,-1.32053777688,0.378034237767,-0.336878261927,0.272681287376,-1.38700898549
David Murphy,138,419,63.3913043478,14.0869565217,76.3043478261,16.4347826087,0.291169451074,0.357601713062,-0.694713592174,-0.340575313655,0.0768475154304,0.416126121065,0.808968881408,0.578400089333,0.845053701406
Asdrubal Cabrera,97,381,65.1340206186,5.01030927835,48.4329896907,10.0206185567,0.275590551181,0.326086956522,-0.608081860166,-1.2146103041,-1.13560450396,-0.0926383225149,0.242059736128,-0.365049532676,-3.17392478728
Yadier Molina,136,465,40.5,7.14705882353,73.8529411765,9.52941176471,0.262365591398,0.329479768786,-1.83265748865,-1.00885218458,-0.0297928904022,-0.131600305431,-0.239190589544,-0.263479734912,-3.50557319352
Adam LaRoche,151,560,80.4635761589,26.821192053,107.284768212,0.0,0.260714285714,0.320325203252,0.153961835458,0.885666836383,1.42454909049,-0.887462773994,-0.299280859082,-0.537537742681,0.739896386578
Derrek Lee,148,547,87.5675675676,20.7972972973,87.5675675676,1.09459459459,0.259597806216,0.346645367412,0.507106572919,0.305596392524,0.566816947634,-0.800640733686,-0.339909044808,0.250402627293,0.489372761877
Rafael Furcal,97,383,110.226804124,13.3608247423,71.8144329897,36.7422680412,0.300261096606,0.366197183099,1.63351420553,-0.410498112891,-0.11847150289,2.0268935481,1.13980976446,0.83572059081,5.10696849312
Jason Kubel,143,518,77.034965035,23.7902097902,104.223776224,0.0,0.249034749035,0.323024054983,-0.0164769933059,0.593798651794,1.29139067391,-0.887462773994,-0.724293934574,-0.456742873078,-0.199787249246
Scott Podsednik,134,539,76.1641791045,7.25373134328,61.6567164179,42.3134328358,0.296846011132,0.34188034188,-0.0597644145764,-0.998580163178,-0.560349645677,2.46879221701,1.01553634333,0.1077532138,1.97338755072
Magglio Ordonez,84,323,108.0,23.1428571429,113.785714286,1.92857142857,0.303405572755,0.378082191781,1.52281810352,0.531461882526,1.70735142674,-0.734490607737,1.25423583425,1.19151921278,5.47289585209
Ichiro Suzuki,162,680,74.0,6.0,43.0,42.0,0.314705882353,0.359396433471,-0.167347379942,-1.11930811847,-1.37194890059,2.44393106893,1.66544900716,0.632128198853,2.08290387594
Alfonso Soriano,147,496,73.8367346939,26.4489795918,87.0612244898,5.51020408163,0.258064516129,0.321755027422,-0.175463420679,0.849824668433,0.544790152809,-0.450399441831,-0.395704779968,-0.494733443329,-0.121686264565
Drew Stubbs,150,514,98.28,23.76,83.16,32.4,0.25486381323,0.329310344828,1.03962961825,0.590889602562,0.375080177151,1.68246961912,-0.512176915838,-0.268551738862,2.90734036238
Brian McCann,143,479,71.3706293706,23.7902097902,87.2307692308,5.66433566434,0.269311064718,0.374558303887,-0.298055364677,0.593798651794,0.552165640669,-0.438173894079,0.0135520540729,1.08602543569,1.50931252347
Travis Hafner,118,396,63.1525423729,17.8474576271,68.6440677966,2.74576271186,0.277777777778,0.374458874459,-0.706582628904,0.0215418271318,-0.256387842018,-0.669671893221,0.32165192614,1.08304884102,-0.206399769847
Ike Davis,147,523,80.4489795918,20.9387755102,78.2448979592,3.30612244898,0.263862332696,0.351081530782,0.153236229167,0.319220025254,0.161264784089,-0.625224774696,-0.184724848326,0.383206974016,0.206978389503
Howie Kendrick,158,616,68.6962025316,10.253164557,76.8987341772,14.3544303797,0.279220779221,0.313455657492,-0.431003127362,-0.709749991644,0.102704344087,0.251114868526,0.374162098252,-0.743189667742,-1.15596147588
Rajai Davis,143,525,74.7692307692,5.66433566434,58.9090909091,56.6433566434,0.28380952381,0.319642857143,-0.129108341854,-1.15163088773,-0.6798760814,3.60542602516,0.541144445568,-0.557964972635,1.62799018711
Aaron Hill,138,528,82.1739130435,30.5217391304,79.8260869565,2.34782608696,0.204545454545,0.27115716753,0.238983963909,1.24201070904,0.230049225218,-0.701235788985,-2.34323930854,-2.00946930139,-3.34290050074
Kelly Johnson,154,585,97.8311688312,27.3506493506,74.6883116883,13.6753246753,0.283760683761,0.369760479042,1.01731788444,0.936650882771,0.0065471637529,0.197248950373,0.539367178204,0.942394117116,3.63952617666
Mark Reynolds,145,499,88.2620689655,35.7517241379,94.9655172414,7.82068965517,0.198396793587,0.320469798658,0.54163075795,1.74563167981,0.888640483386,-0.267134265311,-2.56698630944,-0.533209025096,-0.191426678701
Todd Helton,118,398,65.8983050847,10.9830508475,50.7966101695,0.0,0.256281407035,0.361522198732,-0.57008870651,-0.639465652082,-1.03278294755,-0.887462773994,-0.460591316199,0.695766717824,-2.89462467851
Luke Scott,131,447,86.5648854962,33.3893129771,89.0381679389,2.47328244275,0.284116331096,0.36750483559,0.457262495627,1.51814349381,0.630790593314,-0.691284728718,0.552309024444,0.874867466246,3.34208834472
Wilson Betemit,84,276,69.4285714286,25.0714285714,82.9285714286,0.0,0.297101449275,0.377777777778,-0.394596520576,0.717173507638,0.365012636222,-0.887462773994,1.02483162225,1.18240604461,2.00736451615
Ian Desmond,154,525,62.0649350649,10.5194805195,68.3766233766,17.8831168831,0.268571428571,0.30796460177,-0.760648403358,-0.684105118211,-0.268022134308,0.531006404024,-0.0133629719331,-0.907574070938,-2.10270629472
Jon Jay,105,287,72.5142857143,6.17142857143,41.6571428571,3.08571428571,0.299651567944,0.35873015873,-0.241203350648,-1.10280041846,-1.4303654961,-0.642707307983,1.1176292912,0.61218209357,-1.68726518842
Delmon Young,153,570,81.5294117647,22.2352941176,118.588235294,5.29411764706,0.298245614035,0.332789559543,0.206945322279,0.44406817659,1.91626935125,-0.467539180347,1.06646726215,-0.164395331873,3.00181560004
Bobby Abreu,154,573,92.5714285714,21.038961039,82.0519480519,25.2467532468,0.25479930192,0.352323838081,0.755852253884,0.328867382403,0.326878011491,1.11508194791,-0.514524453326,0.420397626277,2.43255276864
Cody Ross,153,525,75.1764705882,14.8235294118,68.8235294118,9.52941176471,0.268571428571,0.321616871705,-0.10886414522,-0.269647088548,-0.248580953073,-0.131600305431,-0.0133629719331,-0.498869377533,-1.27092484174
Jonny Gomes,148,511,84.2837837838,19.7027027027,94.1351351351,5.47297297297,0.26614481409,0.327495621716,0.343867219787,0.20019249719,0.852517433455,-0.453352572454,-0.101666379172,-0.322878664447,0.518679534358
Denard Span,153,629,90.0,3.17647058824,61.4117647059,27.5294117647,0.263910969793,0.330935251799,0.628024612277,-1.39119964805,-0.571005466482,1.29613991297,-0.182954966276,-0.219907293025,-0.440902848592
Johnny Damon,145,539,90.4965517241,8.93793103448,56.9793103448,12.2896551724,0.270871985158,0.355155482815,0.652708570656,-0.836400294165,-0.76382485529,0.0873391682223,0.0703532453195,0.505167887809,-0.284656277448
Adam Dunn,158,558,87.1518987342,38.9620253165,105.607594937,0.0,0.259856630824,0.356481481481,0.486443363662,2.05476736446,1.35158916818,-0.887462773994,-0.330490533958,0.544863988238,3.21971057659
Erick Aybar,138,534,81.0,5.86956521739,34.0434782609,25.8260869565,0.252808988764,0.306228373702,0.180627866654,-1.131868325,-1.76157300202,1.1610340611,-0.586951051975,-0.959551109438,-3.09828156069
Colby Rasmus,144,464,95.625,25.875,74.25,13.5,0.275862068966,0.360902255639,0.907647578291,0.794553351435,-0.0125201486125,0.183342389804,0.251940145923,0.677207631847,2.80217094869
Alexei Ramirez,156,585,86.1923076923,18.6923076923,72.6923076923,13.5,0.282051282051,0.313408723748,0.438741373744,0.102896593804,-0.0802824433263,0.183342389804,0.477162820472,-0.744594711863,0.377266022636
Ryan Ludwick,136,490,75.0441176471,20.25,82.1911764706,0.0,0.251020408163,0.324863883848,-0.115443509126,0.252894444857,0.332934687183,-0.887462773994,-0.652036693876,-0.401664362642,-1.4707782076
Scott Rolen,133,471,80.3909774436,24.3609022556,101.097744361,1.21804511278,0.284501061571,0.357541899441,0.150352898905,0.648753435228,1.1554029109,-0.790848774253,0.566309193018,0.576609463477,2.30657912728
Aubrey Huff,157,569,103.184713376,26.8280254777,88.7388535032,7.22292993631,0.289982425308,0.384730538922,1.28344659631,0.886324860448,0.61776990052,-0.314547909287,0.765773548791,1.39054916846,4.62931616524
Jose Tabata,102,405,96.8823529412,6.35294117647,55.5882352941,30.1764705882,0.298765432099,0.346330275229,0.970151535401,-1.08532167728,-0.824339012733,1.50610170979,1.08538320719,0.240969789049,1.89294555142
Cameron Maybin,82,291,90.8780487805,15.8048780488,55.3170731707,17.7804878049,0.233676975945,0.302180685358,0.671673075265,-0.175148203268,-0.836135031516,0.522865978325,-1.28315637515,-1.08072577355,-2.1806263299
Freddy Sanchez,111,431,80.2702702703,10.2162162162,68.5945945946,4.37837837838,0.292343387471,0.341825902335,0.144352454847,-0.71330792904,-0.258540011402,-0.540174612762,0.851687897771,0.10612347035,-0.409858730236
Stephen Drew,151,565,89.0463576159,16.0927152318,65.4437086093,10.7284768212,0.277876106195,0.351822503962,0.580618334595,-0.1474309457,-0.395608971487,-0.0364917828961,0.325230052913,0.405389308366,0.73170599579
Will Venable,131,392,74.1984732824,16.0763358779,63.0687022901,35.8625954198,0.244897959184,0.323595505618,-0.157481124313,-0.149008194223,-0.498925831533,1.95711888251,-0.874829852694,-0.43963549403,-0.162761614285
Vernon Wells,157,590,81.5159235669,31.9872611465,90.8025477707,6.19108280255,0.272881355932,0.331269349845,0.206274813855,1.38313302954,0.707544150841,-0.396392889959,0.143473342127,-0.209905480845,1.83412696556
